species	phylum	habitat	mating_system	range_cat	sexual_system	abbrv	neut_model_conf	genome_species	self_est	maplen_data_source	diversity_data_source	site_type	hcn	num_markers	parpath	pred_pi	impact_of_sel	log10_size	log10_range	num_chr	totalMb_covered	ave_rec	assembly_size	selfing	map_length	genome_size	fecundity	propagule	bodymass_g	diversity	size	log10_diversity	social	species_orig	is_terrestrial	n_occ	range	id	kingdom	superphylum	subphylum	class	order	family	genus	clean_name	redlist_cat	log10_body_mass	log10_body_mass_pred	log10_popsize	log10_density	log10_density_pred	pred_log10_body_mass	pred_log10_density	pred_log10_N	RS	log10_RS	log10_map_length	species_lower
Ciona intestinalis	Chordata	Marine	Obligatory outcrossing	Cosmopolitan	hermaphrodite	NA	NA	NA	NA	Stapley et al.	Leffler et al.	NA	14	125	FALSE	NA	NA	-0.7508016426088872	6.659647300664784	NA	NA	NA	NA	NA	42.18899999999999	0.15	1000	1.6e-4	29.7	0.029688075	0.1775	-1.5274179615141306	FALSE	Ciona intestinalis	FALSE	6327	4567171.297414835	159113	Animalia	NA	Urochordata	Ascidiacea	Enterogona	Cionidae	Ciona	Ciona intestinalis	NA	2.0975223661844034	2.0975620822461996	9.010722203501578	2.351074902836794	2.3506411273703423	2.097541879064107	2.3511872617162606	9.010834562381046	25730542.520646956	7.410448943273671	1.6251992314821684	ciona intestinalis
Ciona roulei	Chordata	Marine	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.6989700043360187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03238	0.2	-1.4897231555826451	FALSE	Ciona roulei	FALSE	17	-Inf	159112	Animalia	NA	Urochordata	Ascidiacea	Enterogona	Cionidae	Ciona	Ciona roulei	NA	NA	NA	NA	NA	NA	2.2634116487352474	2.2257283877230414	NA	-Inf	NA	NA	ciona roulei
Ciona savignyi	Chordata	Marine	Obligatory outcrossing	Broad endemic	hermaphrodite	NA	NA	NA	NA	Stapley et al.	Leffler et al.	NA	14	182	FALSE	NA	NA	-0.8239087409443188	5.61312758719288	NA	NA	NA	NA	NA	6.5	0.17	NA	NA	NA	0.0801	0.15	-1.0963674839157622	FALSE	Ciona savignyi	FALSE	376	410324.63060255075	159112	Animalia	NA	Urochordata	Ascidiacea	Enterogona	Cionidae	Ciona	Ciona savignyi	NA	1.8637600431918573	1.8568037098949506	8.141007549298909	2.5278799621060286	2.522209665879129	1.863587137012841	2.528143548333885	8.141271135526765	2735497.5373503384	6.437036328137198	0.8129133566428556	ciona savignyi
Clunio marinus	Arthropoda	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	3	344	FALSE	NA	NA	-2.8239087409443187	5.168319294945293	NA	NA	NA	NA	NA	1.7965	0.095	NA	NA	NA	NA	0.0015	NA	FALSE	Clunio marinus	TRUE	88	147339.535015986	128556	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Chironomidae	Clunio	Clunio marinus	NA	-4.531304959114564	-4.525260815968891	12.533077297484937	7.364758002539643	7.365008270112866	-4.536741897462848	7.369158734183834	12.537478029129128	98226356.67732401	7.992228035889612	0.25442722154066827	clunio marinus
Coregonus clupeaformis	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	Stapley et al.	NA	NA	40	3438	FALSE	NA	NA	-0.26680273489343054	7.034662554455785	NA	NA	NA	NA	NA	30.61	2.38632	NA	NA	NA	NA	0.541	NA	FALSE	Coregonus clupeaformis	TRUE	10590	10830850.33086155	161941	Animalia	NA	Vertebrata	Teleostei	Salmoniformes	Salmonidae	Coregonus	Coregonus clupeaformis	NA	3.6451246041272296	3.6391525055621567	8.215215613131205	1.1805530586754198	1.1908168284601117	3.646418009916985	1.1796642306236036	8.214326785079388	20020056.06443909	7.301465289349216	1.4858633295973347	coregonus clupeaformis
Coturnix japonica	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	32	1747	FALSE	NA	NA	-0.7110803943382734	7.089337801070459	NA	NA	NA	NA	NA	28.16	1.3203	NA	NA	NA	NA	0.1945	NA	FALSE	Coturnix japonica	TRUE	2385	12283943.24069518	176013	Animalia	NA	Vertebrata	Aves	Galliformes	Phasianidae	Coturnix	Coturnix japonica	NT	2.2245323485160666	2.2191701009024585	9.34434928715788	2.255011486087422	2.251051702833428	2.2246564083601204	2.2550416786767817	9.344379479747241	63156520.51771301	7.800418195408732	1.4496326504700745	coturnix japonica
Crassostrea gigas	Mollusca	Marine	Partial selfing	Broad endemic	seq.hermaphrodite	NA	NA	NA	NA	Stapley et al.	Leffler et al.	NA	10	1166	FALSE	NA	NA	-0.6151629117963155	7.555272464179962	NA	NA	NA	NA	NA	5.88	0.557736	NA	NA	NA	0.03318	0.24257	-1.479123618311658	FALSE	Crassostrea gigas	FALSE	3271	35914718.28521435	79868	Animalia	Lophozoa	NA	Bivalvia	Ostreoida	Ostreidae	Crassostrea	Crassostrea gigas	NA	2.531231616372773	2.5287723030414426	9.578313367766949	2.0230409035869865	2.0198035425233374	2.531608132573674	2.022872683889724	9.578145148069686	148059192.3371165	8.170435375976277	0.7693773260761385	crassostrea gigas
Crassostrea virginica	Mollusca	NA	NA	NA	NA	NA	NA	NA	NA	Stapley et al.	NA	NA	10	145	FALSE	NA	NA	-1	6.934233792336335	NA	NA	NA	NA	NA	9.05	0.675	NA	NA	NA	NA	0.1	NA	FALSE	Crassostrea virginica	FALSE	3477	8594760.759528918	79872	Animalia	Lophozoa	NA	Bivalvia	Ostreoida	Ostreidae	Crassostrea	Crassostrea virginica	NA	1.3007025191923267	1.302701869169868	9.88797972646173	2.9537459341253944	2.95415551390537	1.3000661379871126	2.9543737779258805	9.888607570262216	85947607.59528917	7.934233792336335	0.9566485792052033	crassostrea virginica
Crepidula fornicata	Mollusca	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-1.4559319556497243	6.76042423075096	NA	NA	NA	NA	NA	NA	NA	548	1.82e-4	2.1	0.0225892	0.035	-1.6460991494133108	FALSE	Crepidula fornicata	TRUE	15436	5760023.174662578	72623	Animalia	Lophozoa	NA	Gastropoda	Neotaenioglossa	Calyptraeidae	Crepidula	Crepidula fornicata	NA	-0.15715472731201102	-0.15957018941216147	10.816813796983407	4.056389566232446	4.0636401270764395	-0.15899112875799393	4.0579605384331705	10.818384769184131	164572090.70464507	8.216356186400684	NA	crepidula fornicata
Crepidula plana	Mollusca	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-2	7.711000113445866	NA	NA	NA	NA	NA	NA	NA	3.29	1.36e-4	NA	0.0250816	0.01	-1.6006447625380102	FALSE	Crepidula plana	FALSE	2238	51404378.58602894	72627	Animalia	Lophozoa	NA	Gastropoda	Neotaenioglossa	Calyptraeidae	Crepidula	Crepidula plana	NA	-1.896829981960884	-1.89231723519838	13.083185067788069	5.372184954342202	5.369740886905017	-1.900098379250732	5.374881370850855	13.085881484296722	5140437858.602894	9.711000113445866	NA	crepidula plana
Crocodylus porosus	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	17	203	FALSE	NA	NA	0.5765601702731692	6.668492739131562	NA	NA	NA	NA	NA	10.715499999999999	2.04954	NA	NA	NA	NA	3.7719	NA	FALSE	Crocodylus porosus	TRUE	30000	4661146.350745649	174364	Animalia	NA	Vertebrata	Reptilia	Crocodilia	Crocodylidae	Crocodylus	Crocodylus porosus	LC	6.341804903664426	6.3469686445016675	5.80942403974867	-0.8590686993828918	-0.8471440190518845	6.345318054185763	-0.8617020849234165	5.806790654208146	1235755.5477996895	6.091932568858393	1.0300124406298006	crocodylus porosus
Ctenopharyngodon idella	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	24	279	FALSE	NA	NA	-0.9706162223147904	7.193717934533678	NA	NA	NA	NA	NA	11.761	1.00454571	NA	NA	NA	NA	0.107	NA	FALSE	Ctenopharyngodon idella	TRUE	6095	15621327.395347321	163537	Animalia	NA	Vertebrata	Teleostei	Cypriniformes	Cyprinidae	Ctenopharyngodon	Ctenopharyngodon idella	NA	1.394658103347445	1.388192435004597	10.076400994143786	2.8826830596101076	2.889097610300207	1.3940990607177257	2.883250120930011	10.07696805546369	145993713.9752086	8.164334156848469	1.070444249972947	ctenopharyngodon idella
Culex hortensis	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-2.3010299956639813	6.195916202036882	NA	NA	NA	NA	NA	NA	NA	100	8e-4	0.0025	0.0327737	0.005	-1.4844745260001568	FALSE	Culex hortensis	TRUE	370	1570059.8290136335	126455	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Culicidae	Culex	Culex hortensis	NA	-2.8593831769184743	-2.848284049248216	12.296123844148552	6.100207642111671	6.093236265402294	-2.863443889998867	6.103526761053693	12.299442963090575	314011965.8027267	8.496946197700863	NA	culex hortensis
Culex pipiens	Arthropoda	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	Romiguier et al.	NA	3	61	FALSE	NA	NA	-2.3010299956639813	6.906611371268895	NA	NA	NA	NA	NA	1.899	0.6846	100	8e-4	0.0025	0.0412972	0.005	-1.3840793930354238	FALSE	Culex pipiens	TRUE	30000	8065129.985019233	126488	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	NA	-2.8593831769184743	-2.855102613676589	13.006819013380564	6.100207642111671	6.100239418559557	-2.863443889998867	6.103526761053693	13.010138132322588	1613025997.0038466	9.207641366932876	0.27852496473701754	culex pipiens
Culex torrentium	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-2.3010299956639813	5.334380603921307	NA	NA	NA	NA	NA	NA	NA	100	8e-4	0.0025	0.0163186	0.005	-1.7873171028343093	FALSE	Culex torrentium	TRUE	841	215963.62267592736	126455	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Culicidae	Culex	Culex torrentium	NA	-2.8593831769184743	-2.8504639818211084	11.434588246032977	6.100207642111671	6.101255440010186	-2.863443889998867	6.103526761053693	11.437907364975	43192724.53518547	7.635410599585288	NA	culex torrentium
Cyanistes caeruleus	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	39	89	FALSE	NA	NA	-0.9208187539523752	6.844551178974532	NA	NA	NA	NA	NA	9.35	1.43766	NA	NA	NA	NA	0.12	NA	FALSE	Cyanistes caeruleus	TRUE	30000	6991191.18861941	559612	Animalia	NA	Vertebrata	Aves	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	LC	1.5538871269114163	1.5582241557593413	9.606802097988963	2.7622509190144307	2.7527524927988782	1.5534591520194008	2.762714970650344	9.607266149624875	58259926.57182842	7.765369932926907	0.9708116108725178	cyanistes caeruleus
Cynoglossus semilaevis	Chordata	NA	NA	NA	gonochorous	csem	low	Cynoglossus semilaevis	NA	Stapley et al.	Corbett-Detig et al.	NA	21	1007	FALSE	0.00709880645826389	0.09818870650647049	-0.3138107657559763	5.95418129061103	21	352	4.25500500215174	470182763	0	16.222	0.6131800000000001	NA	NA	NA	0.00640178383438718	0.48550000000000004	-2.1936989945339356	FALSE	Cynoglossus semilaevis	FALSE	75	899873.1435358536	616346	Animalia	NA	Vertebrata	Teleostei	Pleuronectiformes	Cynoglossidae	Cynoglossus	Cynoglossus semilaevis	NA	3.4948148976290265	3.492497097667757	7.248420405387986	1.2942391147769563	1.2990695575430324	3.4959845775254452	1.2934475262548468	7.247628816865876	1853497.7209801308	6.267992056367006	1.2101043970648855	cynoglossus semilaevis
Cyprinus carpio	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	50	1209	FALSE	NA	NA	-0.5086383061657274	7.297676189265228	NA	NA	NA	NA	NA	35.659	1.7419158	NA	NA	NA	NA	0.31	NA	FALSE	Cyprinus carpio	TRUE	30000	19846146.333896898	163344	Animalia	NA	Vertebrata	Teleostei	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio	VU	2.871847505049107	2.8727435795433887	9.063093829981995	1.7654176407167652	1.7586843298791455	2.8725043957254375	1.7650290671275464	9.062705256392775	64019826.88353838	7.806314495430955	1.5521691599113663	cyprinus carpio
Cystodytes dellechiajei	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-2.3010299956639813	7.256106547228042	NA	NA	NA	NA	NA	NA	NA	NA	0.001	9.03e-4	0.038988400000000006	0.005	-1.4090645869568938	FALSE	Cystodytes dellechiajei	FALSE	426	18034601.367855396	158861	Animalia	NA	Urochordata	Ascidiacea	Enterogona	Clavelinidae	Cystodytes	Cystodytes dellechiajei	NA	-2.8593831769184743	-2.852035915642524	13.356314189339713	6.100207642111671	6.095255416218119	-2.863443889998867	6.103526761053693	13.359633308281735	3606920273.5710793	9.557136542892023	NA	cystodytes dellechiajei
Danio rerio	Chordata	NA	NA	NA	gonochorous	drer	low	Danio rerio	NA	Stapley et al.	Corbett-Detig et al.	NA	25	618	FALSE	0.0102324679026468	0.10344591861192301	-1.5808706922580242	6.239111331592001	25	1706	1.6137816789211001	1412448247	0	21.773629999999997	1.784812	NA	NA	NA	0.009173960860790491	0.026250000000000002	-2.0374431170467413	FALSE	Danio rerio	TRUE	548	1734248.5161874776	163699	Animalia	NA	Vertebrata	Teleostei	Cypriniformes	Cyprinidae	Danio	Danio rerio	LC	-0.5566503982700705	-0.5591259317624399	10.597657613574551	4.358546281982549	4.36368106203353	-0.5588156404804003	4.360375699044014	10.599487030636016	66066610.14047533	7.8199820238500255	1.3379308386667024	danio rerio
Daphnia arenata	Arthropoda	Freshwater	Partial selfing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.6989700043360187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0021	0.002	-2.677780705266081	FALSE	Daphnia arenata	NA	NA	NA	83873	Animalia	Ecdysozoa	Crustacea	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia arenata	NA	NA	NA	NA	NA	NA	-4.136917385740441	7.066743573572991	NA	NA	NA	NA	daphnia arenata
Daphnia magna	Arthropoda	Freshwater	Partial selfing	Cosmopolitan	parthenogenic	NA	NA	NA	NA	Stapley et al.	Leffler et al.	NA	10	4037	FALSE	NA	NA	-2.5606673061697376	5.601816267108176	NA	NA	NA	NA	NA	16.145	0.129543	NA	NA	NA	0.013179999999999999	0.00275	-1.8800845897420089	FALSE	Daphnia magna	TRUE	1886	399775.58467424125	83884	Animalia	Ecdysozoa	Crustacea	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna	NA	-3.689581915772638	-3.6848320040706706	12.329940912051114	6.728124644942938	6.736073039441387	-3.694325998430454	6.731980842539497	12.333797109647673	145372939.8815423	8.162483573277914	1.2080380493531804	daphnia magna
Daphnia obtusa	Arthropoda	Freshwater	Selfing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.6989700043360187	4.831812969867663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011765000000000001	0.002	-1.92940806848796	FALSE	Daphnia obtusa	TRUE	774	67891.11946487881	684657	Animalia	Ecdysozoa	Crustacea	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia obtusa	NA	-4.1318092881565045	-4.131933271476718	11.894414256657203	7.0626012867895405	7.0664398735917695	-4.136917385740441	7.066743573572991	11.898556543440653	33945559.732439406	7.530782974203682	NA	daphnia obtusa
Daphnia pulex	Arthropoda	Freshwater	Partial selfing	Cosmopolitan	parthenogenic	NA	NA	NA	NA	Stapley et al.	Leffler et al.	NA	12	109	FALSE	NA	NA	-2.744727494896694	5.222872479558127	NA	NA	NA	NA	NA	12.06	0.197206	NA	NA	NA	0.022029999999999998	0.0018	-1.6569855028492324	FALSE	Daphnia pulex	TRUE	2233	167060.00095716948	83874	Animalia	Ecdysozoa	Crustacea	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex	NA	-4.278120351395475	-4.285252208592176	12.396135466986808	7.1732629874286795	7.176316270292219	-4.283348883430561	7.177499926908299	12.400372406466426	92811111.64287193	7.967599974454822	1.0813473078041325	daphnia pulex
Daphnia pulicaria	Arthropoda	Freshwater	Partial selfing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.6989700043360187	4.874292759205054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020225	0.002	-1.69411146971569	FALSE	Daphnia pulicaria	TRUE	293	74867.40138298989	83885	Animalia	Ecdysozoa	Crustacea	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulicaria	NA	-4.1318092881565045	-4.137014495847325	11.936894045994594	7.0626012867895405	7.079541301989634	-4.136917385740441	7.066743573572991	11.941036332778046	37433700.69149494	7.573262763541073	NA	daphnia pulicaria
Dasypus novemcinctus	Chordata	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.1549019599857432	7.275887101509604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00153	0.7	-2.815308569182401	FALSE	Dasypus novemcinctus	TRUE	11531	18875006.13709979	180103	Animalia	NA	Vertebrata	Mammalia	Cingulata	Dasypodidae	Dasypus	Dasypus novemcinctus	LC	4.00293096879879	4.003618739425056	8.185814959755776	0.909927858246171	0.9094053104231167	4.004518899227985	0.9088075553053576	8.184694656814962	26964294.48157113	7.430789061495347	NA	dasypus novemcinctus
Daubentonia madagascariensis	Chordata	Terrestrial	Obligatory outcrossing	Island	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.39104630072413715	4.858614572813723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3e-4	0.4064	-3.136677139879544	FALSE	Daubentonia madagascariensis	TRUE	207	72212.86452059278	572886	Animalia	NA	Vertebrata	Mammalia	Primates	Daubentoniidae	Daubentonia	Daubentonia madagascariensis	EN	3.2478517643243765	3.249887900154676	6.339643119104999	1.4810285462912764	1.4737127009127455	3.2488181590504537	1.4803967250889025	6.339011297902625	177689.1351392539	5.24966087353786	NA	daubentonia madagascariensis
Dicentrarchus labrax	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	Stapley et al.	NA	NA	24	368	FALSE	NA	NA	-0.3010299956639812	6.590825373487806	NA	NA	NA	NA	NA	13.731	0.76284	NA	NA	NA	NA	0.5	NA	FALSE	Dicentrarchus labrax	TRUE	15993	3897852.2548412494	170317	Animalia	NA	Vertebrata	Teleostei	Perciformes	Moronidae	Dicentrarchus	Dicentrarchus labrax	LC	3.5356818253879476	3.5269784109362177	7.854154975165861	1.2633296016780555	1.277946015441686	3.5368851444768223	1.2625115752037441	7.85333694869155	7795704.509682499	6.891855369151787	1.137702167146962	dicentrarchus labrax
Drosophila americana	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	6.372036459283162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02153	0.00265	-1.6669559701765129	FALSE	Drosophila americana	TRUE	477	2355247	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila americana	NA	-3.741020045222157	-3.742336815169711	13.139066097167632	6.767029637884469	6.75902256185542	-3.7458064686486825	6.770919112237619	13.142955571520782	888772452.8301886	8.948790585346355	NA	drosophila americana
Drosophila ananassae	Arthropoda	Terrestrial	Partial selfing	Cosmopolitan	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	7.4626868731408535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0236	0.00265	-1.6270879970298935	FALSE	Drosophila ananassae	TRUE	642	29019296.051713858	146217	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila ananassae	NA	-3.741020045222157	-3.7483841460750336	14.229716511025323	6.767029637884469	6.78022573964165	-3.7458064686486825	6.770919112237619	14.233605985378473	10950677755.36372	10.039440999204045	NA	drosophila ananassae
Drosophila arizonae	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	6.188143796456005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008285	0.00265	-2.0817074872446444	FALSE	Drosophila arizonae	TRUE	1	1542211	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila arizonae	NA	-3.741020045222157	-3.7451537121261005	12.955173434340475	6.767029637884469	6.775250033321893	-3.7458064686486825	6.770919112237619	12.959062908693625	581966415.0943396	8.764897922519197	NA	drosophila arizonae
Drosophila bipectinata	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	6.93601492224804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020099999999999996	0.00265	-1.6968039425795112	FALSE	Drosophila bipectinata	TRUE	351	8630082	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila bipectinata	NA	-3.741020045222157	-3.743080210002058	13.70304456013251	6.767029637884469	6.758292185944054	-3.7458064686486825	6.770919112237619	13.70693403448566	3256634716.981132	9.512769048311233	NA	drosophila bipectinata
Drosophila bogotana	Arthropoda	Terrestrial	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00622	0.00265	-2.2062096153091812	FALSE	Drosophila bogotana	NA	NA	NA	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila bogotana	NA	NA	NA	NA	NA	NA	-3.7458064686486825	6.770919112237619	NA	NA	NA	NA	drosophila bogotana
Drosophila buzzatii	Arthropoda	Terrestrial	Obligatory outcrossing	Cosmopolitan	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	6.518073894172285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01936	0.00265	-1.7130946470276252	FALSE	Drosophila buzzatii	TRUE	125	3296657.992567754	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila buzzatii	NA	-3.741020045222157	-3.744222033405908	13.285103532056754	6.767029637884469	6.7694497067965065	-3.7458064686486825	6.770919112237619	13.288993006409903	1244021883.9878316	9.094828020235477	NA	drosophila buzzatii
Drosophila kikkawai	Arthropoda	Terrestrial	Obligatory outcrossing	Cosmopolitan	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	7.32611171123867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0323	0.00265	-1.490797477668897	FALSE	Drosophila kikkawai	TRUE	45	21189061	146605	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila kikkawai	NA	-3.741020045222157	-3.7412191734488793	14.093141349123139	6.767029637884469	6.768827139490274	-3.7458064686486825	6.770919112237619	14.09703082347629	7995872075.471698	9.902865837301862	NA	drosophila kikkawai
Drosophila malerkotliana	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	7.021189299069938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0168	0.00265	-1.7746907182741372	FALSE	Drosophila malerkotliana	TRUE	62	10500000	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila malerkotliana	NA	-3.741020045222157	-3.742280416345892	13.788218936954408	6.767029637884469	6.756140924421186	-3.7458064686486825	6.770919112237619	13.792108411307558	3962264150.943396	9.59794342513313	NA	drosophila malerkotliana
Drosophila melanogaster	Arthropoda	Terrestrial	Obligatory outcrossing	Cosmopolitan	NA	dmel	low	Drosophila melanogaster	NA	Corbett-Detig et al.	Leffler et al.	NA	NA	NA	FALSE	0.0130820548394477	0.333589747416406	-2.6020599913279625	7.724237844846067	4	969	1.09452095074309	139465864	0	1.0546084999999998	0.18	NA	NA	NA	0.014459007734934385	0.0025	-1.8398615099480538	FALSE	Drosophila melanogaster	TRUE	1715	52995359.775771394	146290	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	NA	-3.821936371876064	-3.8153115060686758	14.552468174727206	6.828230329881139	6.826268146225224	-3.8267894007470016	6.8321721512565325	14.5564099961026	21198143910.308556	10.32629783617403	0.023091267363565534	drosophila melanogaster
Drosophila miranda	Arthropoda	Terrestrial	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.530177984021837	4.018700498666243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004423333333333333	0.00295	-2.354250331855227	FALSE	Drosophila miranda	TRUE	4	10440	146297	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila miranda	NA	-3.5920913172665956	-3.592522864969533	10.67308857722674	6.654388078560495	6.657483863625054	-3.596755151538108	6.658181206777368	10.676881705443611	3538983.0508474577	6.54887848268808	NA	drosophila miranda
Drosophila mojavensis	Arthropoda	Terrestrial	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	5.753591484277318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00781	0.00265	-2.1073489661226996	FALSE	Drosophila mojavensis	TRUE	3	567011	146298	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila mojavensis	NA	-3.741020045222157	-3.742771773970782	12.520621122161787	6.767029637884469	6.771000506530302	-3.7458064686486825	6.770919112237619	12.524510596514938	213966415.0943396	8.33034561034051	NA	drosophila mojavensis
Drosophila navojoa	Arthropoda	Terrestrial	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.576754126063192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00804	0.00265	-2.094743951251549	FALSE	Drosophila navojoa	TRUE	6	-Inf	146212	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila navojoa	NA	NA	NA	NA	NA	NA	-3.7458064686486825	6.770919112237619	NA	-Inf	NA	NA	drosophila navojoa
