species	phylum	habitat	mating_system	range_cat	sexual_system	abbrv	neut_model_conf	genome_species	self_est	maplen_data_source	diversity_data_source	site_type	hcn	num_markers	parpath	pred_pi	impact_of_sel	log10_size	log10_range	num_chr	totalMb_covered	ave_rec	assembly_size	selfing	map_length	genome_size	fecundity	propagule	bodymass_g	diversity	size	log10_diversity	social	species_orig	is_terrestrial	n_occ	range	id	kingdom	superphylum	subphylum	class	order	family	genus	clean_name	redlist_cat	log10_body_mass	log10_body_mass_pred	log10_popsize	log10_density	log10_density_pred	pred_log10_body_mass	pred_log10_density	pred_log10_N	RS	log10_RS	log10_map_length	species_lower
Aquila clanga/pomarina	Chordata	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.18708664335714442	7.068927611682072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001143	0.65	-2.9419537696047184	FALSE	Aquila clanga/pomarina	TRUE	30000	11720000	175411	Animalia	NA	Vertebrata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila clanga	NA	3.900019397679409	3.906981456580535	8.056692164046963	0.9877645523648907	0.9777325043822584	3.901522617504292	0.9867108257817208	8.055638437463793	18030769.230769232	7.256014255039216	NA	aquila clanga
Argopecten irradians	Mollusca	NA	NA	NA	NA	NA	NA	NA	NA	Stapley et al.	NA	NA	16	161	FALSE	NA	NA	-1.1249387366083	5.411940374800425	NA	NA	NA	NA	NA	8.493	1.1736	NA	NA	NA	NA	0.075	NA	FALSE	Argopecten irradians	FALSE	4744	258190.56910569104	79737	Animalia	Lophozoa	NA	Bivalvia	Ostreoida	Pectinidae	Argopecten	Argopecten irradians	NA	0.9012068482342673	0.8963729554672534	8.667843024675921	3.255902649875497	3.2664266545817457	0.9002416262647062	3.2567889385367237	8.668729313337149	3442540.921409214	6.536879111408725	0.9290611240847655	argopecten irradians
Aristichthys nobilis	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	24	659	FALSE	NA	NA	-0.2218487496163564	5.8503882001506735	NA	NA	NA	NA	NA	19.173	0.86553	NA	NA	NA	NA	0.6	NA	FALSE	Aristichthys nobilis	TRUE	73	708578.8744558458	163690	Animalia	NA	Vertebrata	Teleostei	Cypriniformes	Cyprinidae	Aristichthys	Aristichthys nobilis	NA	3.788866433107037	3.7884857056493395	6.922222786717765	1.071834586567092	1.0685565967123847	3.7902781585091105	1.070852767928208	6.921240968078882	1180964.790759743	6.07223694976703	1.2826900722682182	aristichthys nobilis
Armadillidium nasatum	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-1.744727494896694	6.659255933516419	NA	NA	NA	NA	NA	NA	NA	0.959	0.0012	0.04	0.0185015	0.018000000000000002	-1.7327930599583654	FALSE	Armadillidium nasatum	TRUE	4271	4563057.416761417	594387	Animalia	Ecdysozoa	Crustacea	Malacostraca	Isopoda	Armadillidiidae	Armadillidium	Armadillidium nasatum	NA	-1.0805878502422641	-1.0778651924959064	11.414079900728291	4.754823967211872	4.758394854013421	-1.0831843661927154	4.756992333983323	11.416248267499743	253503189.8200787	8.403983428413113	NA	armadillidium nasatum
Armadillidium vulgare	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-1.744727494896694	7.338912122367783	NA	NA	NA	NA	NA	NA	NA	0.959	0.0012	0.04	0.0187064	0.018000000000000002	-1.72800978334805	FALSE	Armadillidium vulgare	TRUE	25652	21822882.904560436	93250	Animalia	Ecdysozoa	Crustacea	Malacostraca	Isopoda	Armadillidiidae	Armadillidium	Armadillidium vulgare	NA	-1.0805878502422641	-1.0795602103164341	12.093736089579656	4.754823967211872	4.74188609173301	-1.0831843661927154	4.756992333983323	12.095904456351107	1212382383.5866907	9.083639617264478	NA	armadillidium vulgare
Artemia franciscana	Arthropoda	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	Romiguier et al.	NA	21	433	FALSE	NA	NA	-2	5.972186914929406	NA	NA	NA	NA	NA	11.77	0.94866	40	5.099999999999999e-4	0.004	0.01072	0.01	-1.9698052146432488	FALSE	Artemia franciscana	TRUE	277	937965.608768734	83692	Animalia	Ecdysozoa	Crustacea	Branchiopoda	Anostraca	Artemiidae	Artemia	Artemia franciscana	NA	-1.896829981960884	-1.9126713189102273	11.344371869271608	5.372184954342202	5.372360065275342	-1.900098379250732	5.374881370850855	11.34706828578026	93796560.8768734	7.972186914929406	1.0707764628434346	artemia franciscana
Artemia salina	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-2	6.463797753961677	NA	NA	NA	NA	NA	NA	NA	40	5.099999999999999e-4	0.004	0.0059074	0.01	-2.228603621336012	FALSE	Artemia salina	TRUE	313	2909361.9455268686	83691	Animalia	Ecdysozoa	Crustacea	Branchiopoda	Anostraca	Artemiidae	Artemia	Artemia salina	NA	-1.896829981960884	-1.902230172135562	11.835982708303879	5.372184954342202	5.378932191716413	-1.900098379250732	5.374881370850855	11.838679124812531	290936194.55268687	8.463797753961677	NA	artemia salina
Artemia sinica	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	40	5.099999999999999e-4	0.004	0.00492781	0.01	-2.307346045474782	FALSE	Artemia sinica	FALSE	22	-Inf	624262	Animalia	Ecdysozoa	Crustacea	Branchiopoda	Anostraca	Artemiidae	Artemia	Artemia sinica	NA	NA	NA	NA	NA	NA	-1.900098379250732	5.374881370850855	NA	-Inf	NA	NA	artemia sinica
Artemia tibetana	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	40	5.099999999999999e-4	0.004	0.00535856	0.01	-2.270951902112417	FALSE	Artemia tibetana	NA	NA	NA	83690	Animalia	Ecdysozoa	Crustacea	Branchiopoda	Anostraca	Artemiidae	Artemia	Artemia tibetana	NA	NA	NA	NA	NA	NA	-1.900098379250732	5.374881370850855	NA	NA	NA	NA	artemia tibetana
Astatotilapia burtoni	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	Stapley et al.	NA	NA	20	204	FALSE	NA	NA	-0.8239087409443188	5.086581605621438	NA	NA	NA	NA	NA	12.493	0.94866	NA	NA	NA	NA	0.15	NA	FALSE	Astatotilapia burtoni	TRUE	868	122062.31590335336	169881	Animalia	NA	Vertebrata	Teleostei	Perciformes	Cichlidae	Astatotilapia	Astatotilapia burtoni	NA	1.8637600431918573	1.8608832309760033	7.614461567727467	2.5278799621060286	2.5306057415679057	1.863587137012841	2.528143548333885	7.614725153955323	813748.7726890225	5.910490346565758	1.0966667399753822	astatotilapia burtoni
Astyanax mexicanus	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	25	2200	FALSE	NA	NA	-0.9208187539523752	6.484259171057222	NA	NA	NA	NA	NA	21.107	1.19124	NA	NA	NA	NA	0.12	NA	FALSE	Astyanax mexicanus	TRUE	7361	3049714.4046703125	162850	Animalia	NA	Vertebrata	Teleostei	Characiformes	Characidae	Astyanax	Astyanax mexicanus	NA	1.5538871269114163	1.5635551355605564	9.246510090071654	2.7622509190144307	2.7531619447594284	1.5534591520194008	2.762714970650344	9.246974141707566	25414286.705585938	7.405077925009598	1.3244265101417325	astyanax mexicanus
Bactrocera cucurbitae	Arthropoda	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	5	944	FALSE	NA	NA	-2.154901959985743	7.196258207512504	NA	NA	NA	NA	NA	6.46	0.373	NA	NA	NA	NA	0.007	NA	FALSE	Bactrocera cucurbitae	TRUE	1855	15712967.329282722	671875	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Tephritidae	Bactrocera	Bactrocera cucurbitae	NA	-2.3921340335076318	-2.384976255327332	12.94306410619229	5.746805898679785	5.738192265437214	-2.3958101352477037	5.749822741155307	12.946080948667811	2244709618.4689603	9.351160167498248	0.8102325179950841	bactrocera cucurbitae
Bactrocera depressa	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.1278437272517072	5.344527926686056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023	0.00745	-2.638272163982407	FALSE	Bactrocera depressa	TRUE	60	221069.04070165256	673113	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Tephritidae	Bactrocera	Bactrocera depressa	NA	-2.3056144549167845	-2.312648450210031	11.025895139503742	5.681367212817685	5.678699854687642	-2.3092193389530786	5.684328083371442	11.028856010057499	29673696.738476854	7.472371653937763	NA	bactrocera depressa
Balaenoptera bonaerensis	Chordata	Marine	Obligatory outcrossing	Cosmopolitan	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	0.739287467770869	8.262801068912294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00387	5.4864	-2.4122890349810886	FALSE	Balaenoptera bonaerensis	FALSE	868	183147531.23955068	612592	Animalia	NA	Vertebrata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera bonaerensis	NA	6.862130726238148	6.8751391682603735	7.010186323606536	-1.2526147453057577	-1.26503464106799	6.866072177623908	-1.25558474409276	7.0072163248195345	33382095.9535489	7.523513601141426	NA	balaenoptera bonaerensis
Bicyclus anynana	Arthropoda	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	28	508	FALSE	NA	NA	-1.3741732867142888	6.554317284165154	NA	NA	NA	NA	NA	16.422	0.47922	NA	NA	NA	NA	0.04225	NA	FALSE	Bicyclus anynana	TRUE	249	3583581.4856161647	NA	Animalia	NA	NA	Insecta	Lepidoptera	Nymphalidae	Bicyclus	Bicyclus anynana	NA	0.10427127386006932	0.1117792550454433	10.412978495203156	3.8586612110380014	3.858466846079869	0.10265006254578246	3.8600630594875103	10.414380343652663	84818496.7009743	7.928490570879442	1.2154260477937673	bicyclus anynana
Bison bison	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	30	292	FALSE	NA	NA	0.45249791122149796	5.156103725716587	NA	NA	NA	NA	NA	26.47	4.7922	NA	NA	NA	NA	2.83464	NA	FALSE	Bison bison	TRUE	11464	143253	180706	Animalia	NA	Vertebrata	Mammalia	Artiodactyla	Bovidae	Bison	Bison bison	NA	5.945111798180218	5.945592369096829	4.597072034560503	-0.5590316911560842	-0.5601268174666162	5.948298414840235	-0.5614084448934213	4.594695280823166	50536.57607315215	4.70360581449509	1.4227539413013481	bison bison
Biston betularia	Arthropoda	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	31	395	FALSE	NA	NA	-1.2596373105057561	7.195322285385276	NA	NA	NA	NA	NA	16.38	0.5	NA	NA	NA	NA	0.055	NA	FALSE	Biston betularia	TRUE	30000	15679141.71172903	117560	Animalia	Ecdysozoa	Hexapoda	Insecta	Lepidoptera	Geometridae	Biston	Biston betularia	NA	0.47050378033816365	0.465479853305672	10.776985222341938	3.581662936956662	3.5818364093951307	0.4691840295555272	3.5828278594116822	10.778150144796959	285075303.84961873	8.454959595891033	1.2143138974243997	biston betularia
Bombus terrestris	Arthropoda	NA	NA	NA	male.haploid	NA	NA	NA	NA	Stapley et al.	NA	NA	18	516	FALSE	NA	NA	-1.7783250029292312	6.876728390750288	NA	NA	NA	NA	NA	20.47	0.51834	NA	NA	NA	NA	0.01666	NA	TRUE	Bombus terrestris	TRUE	30000	7528845.598946439	714842	Animalia	Ecdysozoa	Hexapoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	NA	-1.188016974134058	-1.181312767945095	11.712805882370096	4.836077491619808	4.840394659020267	-1.190701919266055	4.838315357279438	11.715043748029727	451911500.53700113	8.65505339367952	1.3111178426625056	bombus terrestris
Bombyx mandarina	Arthropoda	NA	NA	NA	NA	bmor	low	NA	NA	Corbett-Detig et al.	Corbett-Detig et al.	NA	NA	NA	FALSE	0.0292143025612997	0.0541273193650375	-1.3979400086720375	6.18030845469703	NA	NA	NA	NA	NA	14.13	NA	NA	NA	NA	0.0276330106765374	0.04	-1.5585717951784646	FALSE	Bombyx mandarina	NA	NA	1514636.62684628	117539	Animalia	Ecdysozoa	Hexapoda	Insecta	Lepidoptera	Bombycidae	Bombyx	Bombyx mandarina	NA	0.028276407954296347	0.02515216946578288	10.096448033500295	3.9161395788032647	3.918443651285564	0.02659264224553759	3.9175905904451778	10.097899045142208	37865915.671156995	7.578248463369068	1.1501421618485586	bombyx mandarina
Bombyx mori	Arthropoda	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	28	251	FALSE	NA	NA	-1.3979400086720375	5.864191789658097	NA	NA	NA	NA	NA	33.2	0.5134500000000001	NA	NA	NA	NA	0.04	NA	FALSE	Bombyx mori	TRUE	1699	731462.0345862951	117540	Animalia	Ecdysozoa	Hexapoda	Insecta	Lepidoptera	Bombycidae	Bombyx	Bombyx mori	NA	0.028276407954296347	0.023544025052740572	9.780331368461361	3.9161395788032647	3.9203423160787176	0.02659264224553759	3.9175905904451778	9.781782380103275	18286550.86465738	7.2621317983301354	1.5211380837040362	bombyx mori
Bos taurus	Chordata	NA	NA	NA	gonochorous	btau	med	Bos taurus	NA	Stapley et al.	Corbett-Detig et al.	NA	31	2389	FALSE	0.0011739944108647901	0	0.29556709996247904	7.0317065920132285	29	5499	1.26304440926021	2670405961	0	31.282329999999998	3.59355	NA	NA	NA	0.0012129503490739102	1.975	-2.9161569761858166	FALSE	Bos taurus	TRUE	26178	10757382.02726163	183838	Animalia	NA	Vertebrata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	NA	5.443320428747164	5.444053111958789	6.852202498280235	-0.1795040937329938	-0.18079932630935205	5.446094000987774	-0.18155622467709032	6.850150367336139	5446775.710005888	6.73613949205075	1.4952990931236487	bos taurus
Bostrycapulus aculeatus	Mollusca	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-1.6020599913279623	8.184067354785995	NA	NA	NA	NA	NA	NA	NA	NA	8.4e-4	NA	0.0834581	0.025	-1.0785315066229717	FALSE	Bostrycapulus aculeatus	FALSE	2712	152780298.70229653	NA	Animalia	NA	NA	Gastropoda	Littorinimorpha	Calyptraeidae	Bostrycapulus	Bostrycapulus aculeatus	NA	-0.6244038707228529	-0.624415018208821	12.593858664450327	4.409791309664331	4.413617643547668	-0.626624883509157	4.411664558331558	12.595731913117552	6111211948.091861	9.786127346113958	NA	bostrycapulus aculeatus
Caenorhabditis brenneri	Nematoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-2.8239087409443187	NA	NA	NA	NA	NA	NA	NA	NA	77.8	5.2e-5	5.12e-6	0.032215	0.0015	-1.491941864317635	FALSE	Caenorhabditis brenneri	TRUE	4	-Inf	63331	Animalia	Ecdysozoa	NA	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis brenneri	NA	NA	NA	NA	NA	NA	-4.536741897462848	7.369158734183834	NA	-Inf	NA	NA	caenorhabditis brenneri
Caenorhabditis briggsae	Nematoda	Terrestrial	Partial selfing	Cosmopolitan	NA	cbri	low	Caenorhabditis briggsae	0.98999999999999999	Corbett-Detig et al.	Leffler et al.	NA	NA	NA	FALSE	0.0033467428120063504	0.5381791384626671	-2.894489815230026	NA	5	166	6.13822501209931	108384165	1	4.844527	0.12	NA	NA	NA	9.61547824392325e-4	0.001275	-3.0170291104341707	FALSE	Caenorhabditis briggsae	TRUE	66	-Inf	63334	Animalia	Ecdysozoa	NA	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis briggsae	NA	NA	NA	NA	NA	NA	-4.7626129469804965	7.540000760409191	NA	-Inf	NA	0.6852513807019822	caenorhabditis briggsae
Caenorhabditis elegans	Nematoda	Terrestrial	Partial selfing	Cosmopolitan	NA	cele	low	Caenorhabditis elegans	0.98999999999999999	Corbett-Detig et al.	Leffler et al.	NA	NA	NA	FALSE	0.00542422516398884	0.612933632154384	-2.894489815230026	7.643157879543786	5	5220	2.83413845735893	100272607	1	2.3328700000000002	0.1	NA	NA	NA	0.002907267566300975	0.001275	-2.5365149967054506	FALSE	Caenorhabditis elegans	TRUE	26	43970143.152505	63332	Animalia	Ecdysozoa	NA	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis elegans	NA	-4.756990238109422	-4.764230041572104	15.178611906224804	7.535454026681018	7.53194602592166	-4.7626129469804965	7.540000760409191	15.183158639952977	34486386786.278435	10.537647694773812	0.36789053825551993	caenorhabditis elegans
Caenorhabditis remanei	Nematoda	Terrestrial	Obligatory outcrossing	Cosmopolitan	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.853871964321762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0567	0.0014	-1.2464169411070933	FALSE	Caenorhabditis remanei	TRUE	3	-Inf	63331	Animalia	Ecdysozoa	NA	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis remanei	NA	NA	NA	NA	NA	NA	-4.632629141737413	7.441684943877442	NA	-Inf	NA	NA	caenorhabditis remanei
Caenorhabditis sp.10	Nematoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-2.8239087409443187	NA	NA	NA	NA	NA	NA	NA	NA	77.8	5.2e-5	5.12e-6	0.049318	0.0015	-1.306994543726257	FALSE	Caenorhabditis sp.10	NA	NA	NA	63331	Animalia	Ecdysozoa	NA	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis sp.10	NA	NA	NA	NA	NA	NA	-4.536741897462848	7.369158734183834	NA	NA	NA	NA	caenorhabditis sp.10
Callithrix jacchus	Chordata	Terrestrial	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.7935924349557333	5.985217816796296	NA	NA	NA	NA	NA	NA	NA	0.011	0.0942	255	0.00123	0.16084500000000002	-2.910094888560602	FALSE	Callithrix jacchus	TRUE	1026	966535.5153203342	572915	Animalia	NA	Vertebrata	Mammalia	Primates	Callitrichidae	Callithrix	Callithrix jacchus	LC	1.960697416905265	1.95611769325631	8.439779641550697	2.454561824754401	2.4559090775971337	1.9606043037312375	2.454762699499077	8.439980516295373	6009111.351427362	6.778810251752029	NA	callithrix jacchus
Camponotus aethiops	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-1.853871964321762	6.417384953766283	NA	NA	NA	NA	NA	NA	NA	0.266	0.013999999999999999	NA	0.00332756	0.013999999999999999	-2.477874104918956	FALSE	Camponotus aethiops	TRUE	1039	2614477.7714486974	575604	Animalia	Ecdysozoa	Hexapoda	Insecta	Hymenoptera	Formicidae	Camponotus	Camponotus aethiops	NA	-1.4295808385500421	-1.4371853491058395	11.4361681646766	5.018783210910317	5.021240125983279	-1.432464624499569	5.021177350952469	11.43856230471875	186748412.24633554	8.271256918088044	NA	camponotus aethiops
Camponotus ligniperdus	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-1.7212463990471711	6.6077835435628565	NA	NA	NA	NA	NA	NA	NA	0.266	0.019	NA	0.00164517	0.019	-2.7837892185363415	FALSE	Camponotus ligniperdus	TRUE	1541	4053064.7655475163	576109	Animalia	Ecdysozoa	Hexapoda	Insecta	Hymenoptera	Formicidae	Camponotus	Camponotus ligniperdus	NA	-1.005506283100721	-1.0054360897459804	11.305819912334792	4.698036368771936	4.700807912115348	-1.0080409964292114	4.700156163189354	11.30793970675221	213319198.1867114	8.329029942610028	NA	camponotus ligniperdus
Canis latrans/lupus	Chordata	Terrestrial	Obligatory outcrossing	Cosmopolitan	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.09273916339562926	7.908619556351702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001712	0.80772	-2.7664962396588657	FALSE	Canis latrans/lupus	TRUE	30000	81025096.38940087	180599	Animalia	NA	Vertebrata	Mammalia	Carnivora	Canidae	Canis	Canis latrans	NA	4.201698531258255	4.207713783704595	8.66821048171854	0.7595909253668391	0.7572397516112558	4.203450075167941	0.7583420341615366	8.666961590513239	100313346.69118118	8.001358719747332	NA	canis latrans
Canis lupus	Chordata	NA	NA	NA	gonochorous	clup	low	Canis lupus familiaris	NA	Stapley et al.	Corbett-Detig et al.	NA	39	3000	FALSE	0.0018840243073340102	0.208444171640593	0.12388429346000772	7.6786392966847785	38	3065	0.9703849213551551	2410960148	0	20.8495	2.77909	NA	NA	NA	0.0014913104212410302	1.3301	-2.8264319472914354	FALSE	Canis lupus	NA	NA	47713282.6340329	180596	Animalia	NA	Vertebrata	Mammalia	Carnivora	Canidae	Canis	Canis lupus	LC	4.894359075066315	4.8923332662598895	7.914339601297693	0.23570030461291464	0.25278559169662373	4.896680775398754	0.23400331203681146	7.9126426087215895	35871951.45780986	7.554755003224771	1.3190956444491204	canis lupus
Capra hircus	Chordata	NA	NA	NA	gonochorous	NA	NA	NA	NA	Stapley et al.	NA	NA	30	307	FALSE	NA	NA	0.09943891555350681	7.463388156378234	NA	NA	NA	NA	NA	27.37	3.16872	NA	NA	NA	NA	1.2573	NA	FALSE	Capra hircus	TRUE	30000	29066193.22956699	180715	Animalia	NA	Vertebrata	Mammalia	Artiodactyla	Bovidae	Capra	Capra hircus	NA	4.816194184707305	4.824676562982385	7.758208116784176	0.29481996040594227	0.2795459461287879	4.8184515444119	0.29317353487141684	7.756561691249651	23117945.780296657	7.363949240824727	1.4372747974101237	capra hircus
Carassius auratus	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	Stapley et al.	NA	NA	50	8521	FALSE	NA	NA	-0.3187587626244128	7.311365243496304	NA	NA	NA	NA	NA	52.52	1.64304	NA	NA	NA	NA	0.48	NA	FALSE	Carassius auratus	TRUE	30000	20481664.292363305	163350	Animalia	NA	Vertebrata	Teleostei	Cypriniformes	Cyprinidae	Carassius	Carassius auratus	LC	3.478993516826596	3.480046465778256	8.617570786971799	1.3062055434754938	1.316709764599049	3.4801501735156704	1.3054241902446666	8.616789433740971	42670133.94242355	7.630124006120717	1.7203247174174419	carassius auratus
Carcinus aestuarii	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	-1.5543957967264024	6.152322171799744	NA	NA	NA	NA	NA	NA	NA	348	0.00136	8.05	0.00871331	0.0279	-2.0598168344688035	FALSE	Carcinus aestuarii	TRUE	1082	1420110.608825299	98733	Animalia	Ecdysozoa	Crustacea	Malacostraca	Decapoda	Portunidae	Carcinus	Carcinus aestuarii	NA	-0.47199605934307365	-0.46684759117200825	10.446840533372455	4.294518361572711	4.302294457715508	-0.4740916192025253	4.296293013387828	10.448615185187572	50900021.8216953	7.706717968526147	NA	carcinus aestuarii
Cecidostiba fungosa	Arthropoda	Terrestrial	Obligatory outcrossing	Broad endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.744727494896694	4.861041901558317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011265	0.0018	-1.9482688039401503	FALSE	Cecidostiba fungosa	TRUE	109	72617.60168997907	NA	Animalia	NA	NA	Insecta	Hymenoptera	Cynipidae	Cecidostiba	Cecidostiba fungosa	NA	-4.278120351395475	-4.272267248825575	12.034304888986997	7.1732629874286795	7.177257311359503	-4.283348883430561	7.177499926908299	12.038541828466615	40343112.049988374	7.605769396455011	NA	cecidostiba fungosa
Ceratitis capitata	Arthropoda	Terrestrial	Obligatory outcrossing	Cosmopolitan	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-2.3979400086720375	7.526683125305325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02951	0.004	-1.5300307905000405	FALSE	Ceratitis capitata	TRUE	4018	33626612.96711019	143196	Animalia	Ecdysozoa	Hexapoda	Insecta	Diptera	Tephritidae	Ceratitis	Ceratitis capitata	NA	-3.1692560931989147	-3.1709778987742765	13.861261724325397	6.334578599020071	6.344021377306255	-3.173571874992307	6.338098183370152	13.864781308675477	8406653241.777547	9.924623133977363	NA	ceratitis capitata
Chelonoidis nigra	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	NA	Romiguier et al.	NA	NA	NA	FALSE	NA	NA	0.04139268515822508	4.0866427274257955	NA	NA	NA	NA	NA	NA	NA	0.0274	0.067	175000	0.00163381	1.1	-2.786798450098201	FALSE	Chelonoidis nigra	FALSE	454	12207.94959374729	949447	Animalia	NA	Vertebrata	Reptilia	Testudines	Testudinidae	Chelonoidis	Chelonoidis nigra	NA	4.630589476448964	4.62232934783443	4.521843956396182	0.4352012289703865	0.43250092906888277	4.6326940575415065	0.4336748762838689	4.520317603709664	11098.135994315717	4.04525004226757	NA	chelonoidis nigra
Chlamys farreri	Mollusca	NA	NA	NA	NA	NA	NA	NA	NA	Stapley et al.	NA	NA	19	154	FALSE	NA	NA	-1.0705810742857071	5.775038125059181	NA	NA	NA	NA	NA	15.618	1.244016	NA	NA	NA	NA	0.085	NA	FALSE	Chlamys farreri	TRUE	837	595714.4367361462	79612	Animalia	Lophozoa	NA	Bivalvia	Ostreoida	Pectinidae	Chlamys	Chlamys farreri	NA	1.0750172401974691	1.081305115681589	8.899480083325951	3.1244419582667695	3.118662566058957	1.0741950884694642	3.125215804151236	8.900253929210416	7008405.138072308	6.845619199344888	1.1936254184928794	chlamys farreri
Chlorocebus aethiops	Chordata	Terrestrial	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.3196644865854368	6.048226092161028	NA	NA	NA	NA	NA	NA	NA	0.0027	0.285	5620	0.00233	0.479	-2.632644078973981	FALSE	Chlorocebus aethiops	TRUE	2026	1117444.8341836734	552515	Animalia	NA	Vertebrata	Mammalia	Primates	Cercopithecidae	Chlorocebus	Chlorocebus aethiops	LC	3.476097435024149	3.4842569014220266	7.356622073805408	1.3083959816443795	1.3036390161372349	3.4772517078331893	1.3076165019694193	7.355842594130447	2332870.2175024496	6.367890578746464	NA	chlorocebus aethiops
Cichla pleiozona	Chordata	Freshwater	Obligatory outcrossing	Narrow endemic	NA	NA	NA	NA	NA	NA	Leffler et al.	NA	NA	NA	FALSE	NA	NA	-0.3398937782767559	5.635351178483939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010333333333333333	0.4572	-1.9857595608853897	FALSE	Cichla pleiozona	TRUE	51	431868.1521836001	169856	Animalia	NA	Vertebrata	Teleostei	Perciformes	Cichlidae	Cichla	Cichla pleiozona	NA	3.4114136173658474	3.4032996964129545	6.992670468505952	1.3573192900220132	1.3655401509761764	3.4125146463537757	1.356581656107751	6.991932834591689	944593.5087130362	5.975244956760695	NA	cichla pleiozona
